,city,latitude,longitude,attacktype,targtype,targsubtype,target,weaptype,weapsubtype,gname,Month,Day,Year
1241,Ramban,33.242724,75.239159,592,1538,447,"Civilian in Ramban, India",371,403,1414,2,18,2006
1242,Ahmedabad,23.022505,72.571362,2036,368,205,Mumbai Central train station,2121,61,1414,2,19,2006
1243,Baramulla,34.205141,74.349494,592,1538,447,"Civilians in Baramulla district, India",1813,1564,1414,2,19,2006
1244,Dantewada district,18.9,81.35,1514,1538,447,"Civilians in Thothapara village, Dantewada district, India",1813,1564,1546,2,19,2006
1245,Anantnag,33.733336,75.148983,1514,876,296,Jammu and Kashmir planning department officials,1813,1564,1414,2,21,2006
1246,Dantewada district,18.9,81.35,1514,6,5,"Civilians in Dantewada district, India",1813,11,1546,2,25,2006
1247,Medinipur district,22.424,87.319,2036,786,171,"Police convoy in the West Midnapore district of West Bengal state, India",2121,265,1546,2,26,2006
1248,Guwahati,26.179222,91.753346,2036,1538,447,"Civilians in Guwahati, Assam state, India",2121,61,238,2,28,2006
1249,Dantewada district,18.9,81.35,2036,1538,447,"Civilians in Dantewada district, Chhattisgarh state, India",2121,674,1546,2,28,2006
1250,Varanasi,25.317645,82.973914,2036,66,221,Unknown,2121,674,1414,3,7,2006
1251,Mumbai,19.075984,72.877656,2036,786,221,Unknown,2121,265,34,3,14,2006
1252,Srinagar,34.083658,74.797368,2036,313,77,Unknown,2121,75,88,3,18,2006
1253,Ghodagaon,20.008627,80.688087,2036,1538,66,Indian Civilians,2121,265,1546,3,25,2006
1254,Sopore,34.286763,74.462401,200,876,296,"Mohammed Afzal, councillor of the Municipal Council at Sopore",1813,1564,92,4,2,2006
1255,Nawada,24.886739,85.542532,9,368,205,Nadaul Railway Station,1813,1564,1546,4,2,2006
1256,Tral,33.934218,75.113672,592,786,433,"Ghulam Rasool Jan, head constable in Pulwama (District)",243,181,18,4,3,2006
1257,Baramulla,34.205141,74.349494,200,876,296,"Wali Mohammed Dar, member of the state's ruling Congress party",1813,1564,1414,4,4,2006
1258,Imphal,24.817011,93.936844,200,876,296,"Chongtham Jayanta, Manipur Education Director",1813,1564,92,4,4,2006
1259,Baramulla,34.205141,74.349494,200,1538,189,"Mohammed Yousuf Ghanai, senior member of Awami League",1813,1564,1414,4,5,2006
1260,Bhairamgarh,19.006389,81.059167,2036,83,221,Body intended for recovery,2121,7,1546,4,7,2006
1261,Iptagura,21.278657,81.866144,1514,1538,447,Two Tribals in Dantewada (District),1813,1564,1546,4,7,2006
1262,Mughalsarai,24.795723,84.998887,437,368,205,Halt station on the Gaya-Dhanbad section of Mughalsarai division,1813,1564,1546,4,9,2006
1263,Udhampur district,32.925224,75.135264,1514,1538,186,"Ghulam Mohammed, his wife and brother",1813,1564,1414,4,10,2006
1264,Singbargaon,26.401112,90.266513,1514,130,26,Teacher in Kokrajhar (District),1813,1564,1414,4,10,2006
1265,Karbi Anglong district,25.850122,93.429485,592,313,66,CRPF paramilitary trooper near a polling station in eastern Karbi Anglong.,371,403,15,4,10,2006
1266,Kangan,34.263216,74.904801,592,1538,221,"Muzaffar Ahmad Bania, registered informer",243,2,92,4,10,2006
1267,Hawraghat,26.109239,93.033336,2036,313,66,Two BSF jawans on poll duty near Hawraghat,2121,533,15,4,10,2006
1268,Satgaon,26.153228,91.845174,1514,1538,189,Congress Party supporters in Satagaon area,1813,1564,7,4,11,2006
1269,Satgaon,26.153228,91.845174,1514,876,315,"Sing Teron, Karbi Anglong Autonomous Council executive member",1813,44,7,4,11,2006
1270,Pulwama district,33.871517,74.89955,200,876,7,"Vinod Kumar, Assistant Sub-Inspector of the Intelligence Bureau",1813,1564,88,4,12,2006
1271,Gumla district,23.041512,84.544486,437,417,142,Six workers on bridge project,382,329,1546,4,12,2006
1272,Srinagar,34.083658,74.797368,2036,313,66,BSF vehicle on Exchange Road,2121,533,100,4,14,2006
1273,Srinagar,34.06853,74.802299,2036,313,63,Bunker of security forces,2121,533,100,4,14,2006
1274,Srinagar,34.083658,74.797368,2036,786,164,Post,2121,533,100,4,14,2006
1275,Srinagar,34.083658,74.797368,2036,12,4,Vehicle with tourists at Badyari,2121,533,100,4,14,2006
1276,Srinagar,34.068677,74.778325,2036,786,171,Police vehicle in Batamaloo,2121,533,100,4,14,2006
1277,Srinagar,34.069832,74.809039,2036,313,77,Security forces in Sakkidafar Chowk,2121,533,100,4,14,2006
1278,Srinagar,34.083658,74.797368,2036,786,171,Police patrol in Srinagar,2121,533,1414,4,14,2006
1279,New Delhi,28.632381,77.220004,2036,66,35,Jama Masjid Mosque in Delhi,2121,315,100,4,14,2006
1280,Srinagar,34.091916,74.817082,2036,66,221,Area near Srinagar's Khanyar shrine,2121,533,1414,4,15,2006
1281,Dantewada district,18.9,81.35,1514,786,171,Sudanese Police Patrol,1813,1564,1414,4,16,2006
1282,Manikonta,18.061476,81.465141,1514,1538,66,Indian Civilians,1813,1564,1414,4,25,2006
1283,Pahalgam,34.016075,75.31498,2036,368,29,"Civilians at a bus stand in hill resort in Pahlgam, Jammu and Kashmir.",2121,533,1414,4,27,2006
1284,Udhampur,32.925224,75.135264,1514,1538,66,Indian Civilians,1813,1564,1414,4,30,2006
1285,Kulangam,34.411496,74.302288,2036,786,433,CRPF & BSF personnel and property,2121,533,1414,5,1,2006
1286,Bandipora,34.419539,74.63827,2036,786,171,Police patrol,2121,533,1414,5,1,2006
1287,Srinagar,34.091916,74.817082,2036,786,171,Police patrol,2121,533,1414,5,1,2006
1288,Hyderabad,17.376812,78.487812,592,12,4,Two tour boats carrying sightseers to an island on the Krishna River,2121,674,383,5,1,2006
1289,Doda,33.14575,75.548049,1514,1538,66,Indian Civilians,1813,1564,100,5,1,2006
1290,Srinagar,34.083658,74.797368,1514,786,433,Kashmiri policemen,1813,1564,1414,5,11,2006
1291,Dantewada district,18.9,81.35,1514,876,143,Refugee relief center in Chhattisgarh state.,1813,1564,34,5,13,2006
1292,Doda,33.14575,75.548049,2036,1538,66,Indian Hindu survivors of prior Hindu massacre,2121,533,1414,5,13,2006
1293,Doda,33.14575,75.548049,2036,1538,189,BJP activists at BJP-organized rally,2121,533,1414,5,14,2006
1294,Halewara,19.757752,80.31336,2036,786,433,Indian Police Forces in Maharashtra State,2121,265,1414,5,16,2006
1295,Bhairabkunda,26.884145,92.113115,592,313,77,Indian SSB forces in Bhairavkunda,243,181,106,5,20,2006
1296,Srinagar,34.083658,74.797368,2036,786,433,Kashmir Indian police forces,2121,533,1414,5,22,2006
1297,Hyderpora,34.048248,74.783444,2036,313,86,Indian Border Security Forces in Kashmir,2121,75,88,5,23,2006
1298,Srinagar,34.083658,74.797368,2036,12,8,Indian civilians/tourists in Kashmir,2121,674,1414,5,25,2006
1299,Srinagar,34.110586,74.868257,2036,12,8,Indian tourists in Srinagar,2121,533,1414,5,31,2006
1300,Karampada,22.06054,85.237313,2036,786,171,Central Reserve Police Force paramilitary troops on patrol,2121,265,1546,6,1,2006
1301,Nagaon district,26.346371,92.684043,2036,786,164,Police stations and vehicles in Assam,2121,674,238,6,8,2006
1302,Kulgam,33.644991,75.018031,1514,1538,221,Unknown,1813,1564,1414,6,12,2006
1303,Jammu,32.726602,74.857026,2036,368,29,Unknown,2121,533,1414,6,12,2006
1304,Kulgam,33.644991,75.018031,1514,1538,66,Indian Civilians,1813,1564,100,6,12,2006
1305,Udhampur district,32.925224,75.135264,1514,1538,221,Unknown,243,181,1414,6,15,2006
1306,Srinagar,34.083658,74.797368,2036,1538,48,Pilgrims,2121,533,1414,6,22,2006
1307,Srinagar,34.083658,74.797368,2036,313,63,Central Reserve Police Force Bunker,2121,674,1414,6,23,2006
1308,Doda,33.14575,75.548049,2036,313,86,Central Reserve Police Force Patrol,2121,674,1414,6,23,2006
1309,Srinagar,34.083658,74.797368,2036,786,433,Central Reserve Police Force,2121,533,1414,6,24,2006
1310,Unknown,23.610181,85.279935,200,1538,266,"Chottu Ganju, former Maoist leader",1813,1564,1414,7,3,2006
1311,Tankuppa,24.701121,85.132423,1514,786,164,"Indian Police Station in Tankuppa County, India",1813,1564,1414,7,3,2006
1312,Unknown,33.778175,76.576171,2036,876,296,Sakina Itoo,2121,533,1414,7,8,2006
1313,Mumbai,19.075984,72.877656,2036,368,205,People in rush hour,2121,674,100,7,11,2006
1314,Srinagar,34.083658,74.797368,2036,12,8,Tourists,2121,533,1414,7,12,2006
1315,Poonch,33.767001,74.092404,1514,1538,447,random people,1813,1564,1414,7,13,2006
1316,Errabore,17.980901,81.438199,1514,876,143,"people in sakwa judum camp, which involved with the government-sponsored anti-Maoist campaign",243,181,34,7,17,2006
1317,Magam,34.091914,74.589914,2036,368,29,Unknown,2121,533,1414,7,26,2006
1318,Masiri,33.093889,75.576111,2036,1538,221,Unknown,2121,533,1414,7,27,2006
1319,Srinagar,34.083658,74.797368,2036,368,74,Unknown,2121,533,1414,7,31,2006
1320,Srinagar,34.080329,74.82866,1514,786,221,Unknown,1813,1564,18,8,1,2006
1321,Srinagar,34.083658,74.797368,1514,313,221,Unknown,1813,1564,18,8,1,2006
1322,Doda district,33.14575,75.548049,1514,313,221,Unknown,1813,1564,1414,8,2,2006
1323,Baramulla,34.205141,74.349494,2036,1538,447,Civilians in Indian Kashmir,2121,533,1414,8,6,2006
1324,Hojai,25.999858,92.870211,2036,786,171,Police patrol at Jonai town,2121,533,238,8,6,2006
1325,Tinsukia district,27.492025,95.3465,2036,1538,447,Civilians,2121,533,238,8,7,2006
1326,Baramulla,34.205141,74.349494,2036,1538,447,Civilians,2121,533,1414,8,7,2006
1327,Unknown,23.940848,91.988153,1514,786,171,A jeep carrying five police personnel,1813,44,1414,8,7,2006
1328,Mahur,25.181797,93.119019,2036,1538,78,Civilians at Mahur market,2121,533,1414,8,7,2006
1329,Unknown,24.663717,93.906269,2036,313,86,Military convoy,2121,80,1414,8,9,2006
1330,Tinsukia district,27.492025,95.3465,2036,786,171,the convoy of Tinsukia,2121,674,238,8,12,2006
1331,Imphal,24.817011,93.936844,2036,66,19,International Society for Krishna Consciousness,2121,674,9,8,16,2006
1332,Srinagar,34.069832,74.809039,1514,786,433,Kashmir Police,1813,1564,18,8,18,2005
1333,Srinagar,34.083658,74.797368,1514,786,433,Kashmir Police,1813,1564,18,8,18,2006
1334,Zakura,34.161699,74.831705,1514,786,433,Kashmir Police,1813,1564,18,8,18,2006
1335,Unknown,16.690933,79.567945,1514,786,433,Four Indian police officers,1813,1564,383,8,19,2006
1336,Doda,33.14575,75.548049,200,786,221,Unknown,1813,403,1414,9,1,2006
1337,Malegaon,20.554623,74.525987,2036,1538,221,Unknown,2121,80,1414,9,8,2006
1338,Unknown,33.778175,76.576171,1514,1538,221,Unknown,1813,1564,1414,9,12,2006
1339,Srinagar,34.083658,74.797368,2036,786,433,Police Officers,2121,533,1414,9,25,2006
1340,Srinagar,34.083658,74.797368,1514,786,433,Shulam Mohammad Malik,1813,1564,1414,9,27,2006
1341,Srinagar,34.083658,74.797368,2036,786,433,Police Officers,2121,533,1414,9,27,2006
1342,Digboi,27.400198,95.616598,2036,1538,447,Civilians,2121,674,238,9,28,2006
1343,Tinsukia,27.491929,95.347833,2036,1538,447,Civilians,2121,533,238,9,30,2006
1344,Dhemaji district,27.637545,94.884828,2036,1538,19,Civilians at the Hindu festival,2121,533,238,10,2,2006
1345,Srinagar,34.083658,74.797368,1514,786,164,A police camp,2121,533,14,10,4,2006
1346,Doom Dooma,27.568432,95.557388,2036,786,164,Doomdooma police station,2121,533,1414,10,5,2006
1347,Srinagar,34.083658,74.797368,2036,1538,447,Civilians,2121,533,1414,10,6,2006
1348,Hathikhali,25.638093,93.095714,1514,1538,266,Workers from Northeast Frontier Railway,1813,1564,1414,10,6,2006
1349,Srinagar,34.083658,74.797368,1514,786,433,Indian police,1813,1564,1414,10,15,2006
1350,Srinagar,34.083658,74.797368,1514,786,433,Sikh policeman in Kashmir,1813,1564,1414,10,17,2006
1351,Sopore,34.286763,74.462401,1514,786,433,Indian policeman in Kashmir,1813,1564,1414,10,17,2006
1352,Baramulla,34.205141,74.349494,2036,313,66,Three Indian border guards,2121,533,1414,10,17,2006
1353,Sopore,34.286763,74.462401,2036,89,2,Cable televison office,2121,674,1414,10,24,2006
1354,Sopore,34.286763,74.462401,2036,786,171,Indian police patrol through Kashmir,2121,533,1414,10,28,2006
1355,Guwahati,26.144134,91.738647,2036,1538,66,Indian civilians,2121,674,1414,10,28,2006
1356,Dhekiajuli,26.699431,92.499242,2036,1538,66,Indian civilians,2121,674,238,10,28,2006
1357,Guwahati,26.179222,91.753346,2036,1538,221,Unknown,2121,674,1414,11,5,2006
1358,Guwahati,26.1503,91.736061,2036,417,51,Tea Stalls in Gawahati,2121,674,238,11,6,2006
1359,Tahab,33.833909,74.931107,2036,66,35,Tahab village mosque,2121,674,88,11,10,2006
1360,Sadiya,27.508487,95.177208,2036,786,171,Police Vehicles,2121,80,238,11,10,2006
1361,Unknown,26.198202,92.891135,2036,47,7,Dibrugarh Natural Gas Pipeline,2121,80,238,11,12,2006
1362,Srinagar,34.083658,74.797368,2036,786,433,Military Personel,2121,75,88,11,14,2006
1363,Sonari,27.027712,95.030176,2036,47,14,Assam Crude Oil Pipeline,2121,80,238,11,15,2006
1364,Unknown,33.778175,76.576171,2036,1538,189,"Ancestral home of Mirwaiz Umar Farooq, seperatist leader and chairman of All Parties Hurriyat Conference",2121,533,1414,11,16,2006
1365,Unknown,33.778175,76.576171,200,876,296,Manzoor Ahmed,1813,1564,1414,11,18,2006
1366,Belacoba,26.591367,88.588686,2036,368,205,Unknown,2121,674,1414,11,20,2006
1367,Poonch district,33.767001,74.092404,1514,1538,221,Unknown,1813,1564,1414,11,22,2006
1368,Baramulla district,34.205141,74.349494,1514,1538,221,Unknown,1813,1564,1414,11,22,2006
1369,Guwahati,26.179222,91.753346,2036,1538,221,Unknown,2121,674,238,11,23,2006
1370,Unknown,22.572646,88.363895,1514,876,296,Unknown,1813,1564,1414,11,28,2006
1371,Tangmarg,34.060853,74.424716,2036,1538,221,Unknown,2121,533,1414,11,28,2006
1372,Bokaro,23.669296,86.151112,2036,786,433,Bokaro Thermal Police,2121,265,34,12,2,2006
1373,Bokaro,23.669296,86.151112,2036,786,433,Special Task Force in Bokaro,2121,674,34,12,3,2006
1374,Bokaro,23.669296,86.151112,2036,786,433,Special Task Force,2121,674,34,12,3,2006
1375,Unknown,23.610181,85.279935,1514,368,205,246 Tatanagar-Kharagpur passenger train,1813,1564,34,12,10,2006
1376,Guwahati,26.179222,91.753346,2036,1538,78,Marketplace,2121,80,238,12,21,2006
1377,Srinagar,34.083658,74.797368,2036,83,221,Unknown,2121,265,1414,12,29,2006
1378,New Delhi,28.632381,77.220004,2036,1538,25,Delhi,2121,674,100,12,31,2006
1379,Sadiya,27.508487,95.177208,1514,1538,266,Hindi-speaking minorities,1813,1564,238,1,5,2007
1380,Shopian,33.717003,74.836092,2036,313,77,Shopian,2121,533,1414,1,6,2007
1381,Golaghat district,26.520144,93.969867,1514,1538,266,Hindi-speaking minority vegetable vendors,1813,1564,238,1,8,2007
1382,Guwahati,26.179222,91.753346,2036,786,433,Police in Dispur,2121,75,238,1,9,2007
1383,Srinagar,34.083658,74.797368,2036,786,171,Jamma and Kashmir State on patrol,2121,533,14,1,13,2007
1384,Guwahati,26.179222,91.753346,2036,1538,66,Indian civilians at the Ganeshpuri market in Guwahati.,2121,11,238,1,17,2007
1385,Tinsukia,27.491929,95.347833,2036,1538,66,Indian civilians in Tinsukia,2121,75,238,1,20,2007
1386,Unknown,26.198202,92.891135,2036,368,205,Indian rail station in western Assam,2121,75,238,1,22,2007
1387,Sangam,33.827506,75.072066,2036,786,433,Indian federal policemen,2121,265,1414,1,23,2007
1388,Awantipora,33.921168,75.014605,2036,786,433,Indian CRPF Jawans,2121,265,1414,1,23,2007
1389,Guwahati,26.179222,91.753346,1514,876,315,"Chandra Chutia, leader of a village unit of the Congress party Guwahati, India",1813,180,238,1,24,2007
1390,Guwahati,26.179222,91.753346,2036,368,205,Kamrup Express,2121,674,1414,1,24,2007
1391,Changsari,26.263346,91.698179,2036,417,23,Fuel Station,2121,533,1414,1,24,2007
1392,Rangia,26.437362,91.620168,2036,368,29,Indian civilians,2121,674,1414,1,25,2007
1393,Guwahati,26.179222,91.753346,2036,1538,66,Indian civilians,2121,674,238,1,25,2007
1394,Guwahati,26.179222,91.753346,1514,786,433,Indian police,1813,180,238,1,28,2007
1395,Unknown,33.778175,76.576171,1514,786,433,Police,1813,1564,88,2,2,2007
1396,Dhenkanal,20.650346,85.597222,1514,876,296,a forester and 2 guards,1813,1564,24,2,2,2007
1397,Guwahati,26.185968,91.745364,2036,786,164,Panbazar police station,2121,75,238,2,4,2007
1398,Kamakhyaguri,26.47371,89.725084,2036,368,205,People waiting for the train,2121,315,1414,2,5,2007
1399,Hajan,34.298183,74.613691,1514,1538,189,Mohammad Yousuf Dar,1813,1564,1414,2,8,2007
1400,Raipur,21.245507,81.641754,2036,786,433,soldiers,2121,265,1414,2,8,2007
1401,Guwahati,26.179222,91.753346,2036,368,205,Passengers waiting for the train,2121,674,1414,2,9,2007
1402,Arigam,33.928741,74.688345,1514,313,86,Army Patrol Unit,1813,1564,1414,2,9,2007
1403,Vijayapura,16.830171,75.710031,1514,1538,447,Members of group,1813,1564,1414,2,15,2007
1404,Diwana,29.314112,76.970119,2036,368,205,Civilians,382,329,1414,2,19,2007
1405,Bishnupur district,24.63036,93.759829,1514,786,433,Indian police officers,1813,1564,1414,2,24,2007
1406,Sonari,27.022515,95.020846,2036,417,221,Fruit Stand/marketplace,2121,11,238,3,14,2007
1407,Ranibodli,19.086111,80.715556,1514,786,433,Salwa Judum,382,46,34,3,15,2007
1408,Guwahati,26.179222,91.753346,2036,1538,447,Guwahati,2121,674,238,3,16,2007
1409,Unknown,26.198202,92.891135,2036,417,11,Premada Hotel,2121,533,238,3,19,2007
1410,Rajouri district,33.371715,74.315313,1514,1538,447,Jammu and Kashmir,1813,1564,92,3,30,2007
1411,Guwahati,26.179222,91.753346,2036,1538,78,Market,2121,533,238,4,3,2007
1412,Kamrup,33.778175,76.576171,2036,786,171,Police Vehicle,2121,533,1414,4,3,2007
1413,Guwahati,26.179222,91.753346,2036,1538,447,Random Citizens,2121,533,238,4,4,2007
1414,Bermo,23.783333,85.95,1514,786,433,Police Officer,1813,180,1414,4,7,2007
1415,Unknown,25.090798,85.311177,1514,368,205,Train,1813,1564,1546,4,8,2007
1416,Kumarpara,26.16999,91.733155,2036,66,35,Mosque,2121,80,238,4,8,2007
1417,Senthur,11.127122,78.656894,2036,1538,447,Random Citizens,2121,75,3,4,9,2007
1418,Srinagar,34.069935,74.793683,2036,417,51,Random Citizens,2121,533,1414,4,11,2007
1419,Pulwama district,33.871517,74.89955,200,1538,266,Civilian suspected of helping police and troops,243,181,1414,4,15,2007
1420,Guwahati,26.179222,91.753346,592,876,296,Executive Director P C Ram and his driver,1813,1564,238,4,17,2007
1421,New Delhi,28.632381,77.220004,2036,1538,78,Local shops in Dilli Haat market,2121,80,100,4,26,2007
1422,Belbari,26.344235,91.197588,1514,1538,221,Unknown,1813,180,238,5,15,2007
1423,Guwahati,26.179222,91.753346,2036,786,4,Unknown,2121,80,238,5,18,2007
1424,Hyderabad,17.376812,78.487812,2036,66,35,Worshippers,2121,80,10,5,18,2007
1425,Bongaigaon,26.479796,90.559647,2036,1538,221,Unknown,2121,674,238,5,21,2007
1426,Gorakhpur,26.760555,83.373167,2036,1538,78,Unknown,2121,674,10,5,22,2007
1427,Guwahati,26.179222,91.753346,2036,1538,66,Indian Civilians,2121,674,238,5,26,2007
1428,Kudhur,19.241312,81.526728,2036,786,171,Patrolling policemen in the Bastar Forest,2121,265,1414,5,28,2007
1429,Munger district,25.374756,86.473525,1514,1538,189,Two Janata Dal-United workers,243,181,1414,5,31,2007
1430,Sheeri,34.18478,74.313288,1514,786,164,Sheeri Police Training School,1813,180,100,6,1,2007
